Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Tenure,URL,Facilities
"RM 460,000","Desa Villa, Taman Desa","Condominium For Sale, listed 14 hours ago","1,096",2,2,Freehold,https://www.mudah.my/desa-villa-condominium-taman-desa-kuala-lumpur-110449526.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Tennis Court, Squash Court"
"RM 710,000","Seri Riana Residence, Wangsa Maju","Condominium For Sale, listed 14 hours ago","1,259",3,2,Leasehold,https://www.mudah.my/seri-riana-condo-for-sale-110088236.htm,Timeout
"RM 270,000","Zamrud Apartment, Old Klang Road","Apartment For Sale, listed 14 hours ago","1,088",3,2,Leasehold,https://www.mudah.my/cash-rebate-zamrud-apartment-1088sf-old-klang-road-jalan-klang-lama-110083668.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart"
"RM 340,000","Seri Mas Condominium, Cheras","Condominium For Sale, listed 14 hours ago",872,3,2,Leasehold,https://www.mudah.my/full-loan-condo-cantik-dah-reno-seri-mas-cheras-110080660.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Tennis Court"
"RM 280,000","Rampai Court, Wangsa Maju","Apartment For Sale, listed 14 hours ago",600,2,1,Freehold,https://www.mudah.my/below-market-freehold-2nd-floor-rampai-court-2-setapak-for-sales-111262222.htm,"Parking, Security, Lift, Playground, Barbeque area"
"RM 330,000","Sentul Utama Condominium, Sentul","Condominium For Sale, listed 14 hours ago",888,3,2,Leasehold,https://www.mudah.my/cantik-sentul-utama-condominium-kl-110277707.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house, Jogging Track"
"RM 350,000","Putra Suria Residence, Cheras","Condominium For Sale, listed 14 hours ago",796,3,2,Leasehold,https://www.mudah.my/bigger-size-796-sq-ft-putra-suria-residensi-sri-permaisuri-cheras-110965663.htm,"Parking, Security, Swimming Pool, Gymnasium, Minimart, Jogging Track"
"RM 430,000","Desa Sentul, Sentul","Condominium For Sale, listed 14 hours ago",948,3,2,Freehold,https://www.mudah.my/desa-sentul-comdominium-sentul-111262355.htm,"Parking, Lift, Swimming Pool"
"RM 430,000","Sri Intan 2, Jalan Ipoh","Condominium For Sale, listed 14 hours ago","2,236",4,3,Freehold,https://www.mudah.my/sri-intan-2-penthouse-freehold-jalan-ipoh-kuala-lumpur-110517416.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court"
"RM 980,000","South View, Bangsar South","Service Residence For Sale, listed 14 hours ago","1,119",3,2,Freehold,https://www.mudah.my/south-view-fulll-furnish-condo-corner-unit-at-bangsar-south-110294463.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall"
"RM 500,000","Platinum Lake PV 13, Setapak","Condominium For Sale, listed 14 hours ago","1,438",4,2,Leasehold,https://www.mudah.my/pv-13-platinum-lake-condominium-setapak-kuala-lumpur-111181326.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house"
"RM 330,000","Sri Intan 2, Jalan Ipoh","Condominium For Sale, listed 14 hours ago","1,295",3,2,Freehold,https://www.mudah.my/sri-intan-2-freehold-jalan-ipoh-kuala-lumpur-110810647.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Tennis Court, Squash Court"
"RM 440,000","KL Traders Square Residences, Setapak","Service Residence For Sale, listed 14 hours ago",840,3,2,Freehold,https://www.mudah.my/kl-traders-square-residences-setapak-for-sale-end-lot-111221608.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track"
"RM 410,000","Prisma Cheras, Cheras","Condominium For Sale, listed 14 hours ago","1,152",3,2,Freehold,https://www.mudah.my/prisma-cheras-taman-midah-condo-for-sale-111235053.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Tennis Court, Squash Court"
"RM 180,000","Angsana Apartment (Pandan Indah), Pandan Indah","Apartment For Sale, listed 14 hours ago",670,2,1,Leasehold,https://www.mudah.my/full-loan-dekat-lrt-angsana-apartment-pandan-indah-110988155.htm,Timeout
"RM 230,000","Kelumpuk Bambu, Setiawangsa","Flat For Sale, listed 14 hours ago",550,2,1,Leasehold,https://www.mudah.my/renovated-kelumpuk-bambu-b-110156995.htm,"Parking, Playground, Minimart"
"RM 250,000","Kepong Sentral Condominium, Kepong","Condominium For Sale, listed 14 hours ago",962,3,2,Leasehold,https://www.mudah.my/kepong-sentral-condo-kepong-962sqft-100-full-loan-0-deposit-111261842.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Tennis Court, Squash Court"
"RM 389,000","Henna Residence @ The Quartz WM, Wangsa Maju","Service Residence For Sale, listed 14 hours ago",657,2,2,Freehold,https://www.mudah.my/henna-residence-the-quartz-wm-wangsa-maju-kuala-lumpur-111045527.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart"
"RM 229,000","Bandar Tasik Selatan (Low Cost), Cheras","Apartment For Sale, listed 14 hours ago",670,3,2,Leasehold,https://www.mudah.my/ready-tenant-apartment-lowcost-at-bandar-tasik-selatan-kuala-lumpur-110844269.htm,"Parking, Lift, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 220,000","Brickfields, Kuala Lumpur","Flat For Sale, listed 14 hours ago",592,2,1,Leasehold,https://www.mudah.my/heart-of-kl-111261992.htm,Timeout
"RM 275,000","Medan Intan Apartment, Setapak","Apartment For Sale, listed 14 hours ago",985,3,2,Freehold,https://www.mudah.my/medan-intan-1k-booking-freehold-100-full-loan-below-market-price-107965553.htm,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track"
"RM 290,000","Residensi Gombak 126, Setapak","Service Residence For Sale, listed 14 hours ago",650,2,2,Freehold,https://www.mudah.my/gombak-126-freehold-setapak-100-full-loan-below-market-price-110914300.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall"
"RM 185,000","Idaman Suria, Setapak","Condominium For Sale, listed 14 hours ago",700,3,2,Freehold,https://www.mudah.my/idaman-suria-apartment-at-medan-idaman-setapak-106217547.htm,Security
"RM 260,000","Kepong Sentral Condominium, Kepong","Condominium For Sale, listed 14 hours ago",962,3,2,Leasehold,https://www.mudah.my/kepong-sentral-value-buy-condo-below-cost-106024097.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Tennis Court, Squash Court"
"RM 500,000","Sri Jati II (OKR), Old Klang Road","Condominium For Sale, listed 14 hours ago","1,212",4,2,Freehold,https://www.mudah.my/sri-jati-2-condominium-taman-sri-jati-puchong-111201216.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track"
"RM 177,000","Taman Mulia, Cheras","Flat For Sale, listed 15 hours ago",560,2,1,Freehold,https://www.mudah.my/level-2-flat-taman-mulia-jalan-budiman-3-bandar-tun-razak-111261639.htm,Playground
"RM 350,000","Pesona Villa (Taman Melawati), Taman Melawati","Apartment For Sale, listed 15 hours ago",985,3,2,Freehold,https://www.mudah.my/pesona-villa-apt-taman-melawati-111261700.htm,"Parking, Security, Swimming Pool, Playground, Minimart, Multipurpose hall"
"RM 500,000","KL Gateway Residences, Bangsar South","Service Residence For Sale, listed 15 hours ago",500,1,1,Leasehold,https://www.mudah.my/kl-gateway-residence-2-106131238.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house"
"RM 250,000","Genting Court Condominium, Setapak","Condominium For Sale, listed 15 hours ago",802,3,2,Leasehold,https://www.mudah.my/genting-court-condo-for-sales-setapak-111261739.htm,"Parking, Security, Lift, Minimart"
"RM 399,000","Seri Anggun, KL City","Condominium For Sale, listed 15 hours ago","1,499",3,2,Freehold,https://www.mudah.my/bigger-size-1499sf-seri-anggun-condo-tmn-rainbow-jln-ipoh-kuala-lumpur-109228523.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 1,500,000","Quill Residence, KLCC","Condominium For Sale, listed 15 hours ago",775,1,1,Freehold,https://www.mudah.my/quill-residence-in-kl-level-2-link-to-monorail-station-111261704.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house"
"RM 680,000","Riana South @ Bukit Mandarina, Cheras","Condominium For Sale, listed 15 hours ago",947,3,2,Leasehold,https://www.mudah.my/riana-south-condominium-111261649.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart"
"RM 280,000","Menara Orkid, Sentul","Apartment For Sale, listed 15 hours ago",870,3,2,Leasehold,https://www.mudah.my/menara-orkid-at-sentul-110203440.htm,Timeout
"RM 330,000","Setapak Ria Condominium, Setapak","Condominium For Sale, listed 15 hours ago",976,3,2,Freehold,https://www.mudah.my/setapak-ria-condo-at-kl-setapak-110691991.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Tennis Court, Squash Court"
"RM 280,000","Heritage Condominium, Setapak","Condominium For Sale, listed 15 hours ago","1,019",3,2,Freehold,https://www.mudah.my/cash-back-120k-booking-1k-full-loan-heritage-condo-setapak-110505821.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Tennis Court, Squash Court"
"RM 378,096","M Azura, Wangsa Maju","Apartment For Sale, listed 6 days ago",700,2,2,Leasehold,https://www.mudah.my/m-azura-700sf-850sf-1000sf-2-room-4-room-setapak-wangsa-maju-mah-sing-108945882.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area"
"RM 185,000","Teratai Mewah Apartment Block 4 & 6, Setapak","Apartment For Sale, listed 15 hours ago",650,3,1,Freehold,https://www.mudah.my/setapak-cashback150k-booking1k-fullloan-teratai-mewah-apartment-107383053.htm,"Parking, Security, Lift, Playground, Barbeque area, Minimart, Jogging Track"
"RM 480,000","Villa Angsana, Jalan Ipoh","Condominium For Sale, listed 28 Mar","1,323",3,2,Freehold,https://www.mudah.my/villa-angsana-property-for-sale-110607581.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Tennis Court"
"RM 550,000","Platinum Hill PV 8, Setapak","Condominium For Sale, listed 15 hours ago","1,550",4,2,Freehold,https://www.mudah.my/platinum-hill-pv-8-condo-for-sale-at-melati-utama-setapak-96792169.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 299,888","Pinang 1B Gallery 1E, Old Klang Road","Apartment For Sale, listed 15 hours ago",930,3,2,Leasehold,https://www.mudah.my/1e-gallery-taman-sri-sentosa-110571028.htm,"Parking, Security, Playground, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court"
"RM 363,500","Sentul Utama Condominium, Sentul","Condominium For Sale, listed 15 hours ago",850,3,2,Leasehold,https://www.mudah.my/sentul-utama-condominium-109366874.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Club house, Jogging Track"
"RM 360,000","Bukit Pandan 2, Cheras","Condominium For Sale, listed 15 hours ago","1,130",3,2,Freehold,https://www.mudah.my/murah-bukit-pandan-2-condominium-kuala-lumpur-111261371.htm,"Security, Lift, Swimming Pool, Playground"
"RM 585,000","PV9 Residences @ Taman Melati, Setapak","Service Residence For Sale, listed 15 hours ago","1,000",3,2,Leasehold,https://www.mudah.my/pv9-residence-taman-melati-kl-for-sale-111261451.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart, Club house, Jogging Track"
"RM 284,000","Central Residence @ Sg Besi, Sungai Besi","Apartment For Sale, listed 15 hours ago",732,2,2,Freehold,https://www.mudah.my/below-market-34-central-soho-central-residence-sungai-besi-732sf-111261430.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall"
"RM 650,000","188 Suites, KLCC","Service Residence For Sale, listed 15 hours ago","1,098",1,1,Leasehold,https://www.mudah.my/below-market-41-fraser-residence-188-suites-klcc-1098sf-111261425.htm,"Parking, Swimming Pool, Gymnasium, Sauna"
"RM 650,000","Kaleidoscope Residensi Setiawangsa, Setiawangsa","Condominium For Sale, listed 15 hours ago","1,196",3,2,Leasehold,https://www.mudah.my/cheapest-kaleidoscope-residensi-setiawangsa-111261421.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Jogging Track"
"RM 750,000","Nadayu62, Taman Melawati","Condominium For Sale, listed 15 hours ago","2,015",3,2,Leasehold,https://www.mudah.my/biggest-huge-terrace-balcony-low-level-nadayu-61-taman-melawati-111261415.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track"
"RM 1,850,000","Pavilion Ceylon Hill, KL City","Service Residence For Sale, listed 15 hours ago","1,302",3,2,Freehold,https://www.mudah.my/for-sale-bukit-bintang-pavilion-ceylon-hill-service-suites-108913867.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area"
"RM 660,000","Rumbia Residence @ Ari Permaisuri, Cheras","Condominium For Sale, listed 15 hours ago","1,227",4,3,Freehold,https://www.mudah.my/rumbia-residence-cheras-for-sale-110205882.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Jogging Track"
"RM 555,555","Cheras, Kuala Lumpur","Others For Sale, listed 15 hours ago","1,600",4,3,Leasehold,https://www.mudah.my/villa-laman-tasik-under-market-100-loan-cash-back-110379754.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 695,000","Emerald Hills, Cheras","Condominium For Sale, listed 15 hours ago","1,195",3,2,Freehold,https://www.mudah.my/for-sale-emerald-hills-partial-furnished-condominium-facing-forest-110504462.htm,"Parking, Security, Swimming Pool, Playground, Sauna, Barbeque area, Club house, Jogging Track"
"RM 365,000","Lanai Gurney, Keramat","Condominium For Sale, listed 15 hours ago",947,2,2,Freehold,https://www.mudah.my/rumahcantik-lanai-gurney-corporate-suites-condo-keramat-111261286.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart"
"RM 1,250,000","One Cochrane Residence, Cheras","Condominium For Sale, listed 15 hours ago","1,055",3,2,Freehold,https://www.mudah.my/fully-furnished-one-cochrane-residence-kuala-lumpur-111261264.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track"
"RM 175,000","Seksyen 1 Wangsa Maju Flat, Wangsa Maju","Flat For Sale, listed 15 hours ago",530,2,1,Freehold,https://www.mudah.my/jual-rumah-111261542.htm,Playground
"RM 240,000","Menara Orkid, Sentul","Apartment For Sale, listed 15 hours ago",838,3,2,Leasehold,https://www.mudah.my/near-lrt-sentul-cashback-125k-booking1k-full-loan-menara-orkid-107394986.htm,"Parking, Security, Lift, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 270,000","Sentul Utama Condominium, Sentul","Condominium For Sale, listed 15 hours ago",877,3,2,Leasehold,https://www.mudah.my/condo-cash-back-110k-booking-1k-full-loan-in-sentul-utama-110083378.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 270,000","Sri Pelangi Condominium, Setapak","Condominium For Sale, listed 15 hours ago",940,3,2,Freehold,https://www.mudah.my/freehold-cashback-130k-1k-booking-fullloan-sri-pelangi-setapak-101579139.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 230,000","The Loft @ ZetaPark, Setapak","Service Residence For Sale, listed 15 hours ago",350,1,1,Leasehold,https://www.mudah.my/zetapak-studio-condo-on-top-setapak-sentral-mall-110869138.htm,"Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track"
"RM 200,000","Seksyen 2 Wangsa Maju Flat, Wangsa Maju","Flat For Sale, listed 15 hours ago",800,3,2,Leasehold,https://www.mudah.my/setapak-wangsa-maju-3rooms-2baths-corner-flat-at-section-2-110250657.htm,"Playground, Minimart"
"RM 390,000","Maxim Citylights @ Sentul KL, Sentul","Service Residence For Sale, listed 15 hours ago","1,095",3,2,Leasehold,https://www.mudah.my/sentul-maxim-citylights-condo-with-balcony-110251369.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 450,000","Jalil Damai, Bukit Jalil","Apartment For Sale, listed 15 hours ago",917,3,2,Freehold,https://www.mudah.my/jalil-damai-condo-your-ideal-home-or-investment-awaits-111261271.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart, Squash Court"
"RM 168,000","Taman Pusat Kepong Shop Apartment, Kepong","Apartment For Sale, listed 15 hours ago",916,3,2,Leasehold,https://www.mudah.my/taman-sri-segambut-tmn-pusat-kepong-916sf-3r2b-111261245.htm,Minimart
"RM 1,540,000","Bukit Bintang, Kuala Lumpur","Service Residence For Sale, listed 15 hours ago",495,1,1,Freehold,https://www.mudah.my/heart-of-bukit-bintang-and-kl-orion-residence-bukit-bintang-kl-111261208.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 600,000","Legend Height, Segambut","Condominium For Sale, listed 15 hours ago","1,050",4,2,Leasehold,https://www.mudah.my/legend-heights-condo-segambut-actual-reno-klcc-view-low-deposit-111261101.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track"
"RM 450,000","Paradesa Tropica, Sri Damansara","Condominium For Sale, listed 15 hours ago","1,120",2,2,Freehold,https://www.mudah.my/paradesa-tropika-2-bandar-sri-damansara-actual-fully-reno-end-lot-111261098.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 220,000","Idaman Sutera, Setapak","Condominium For Sale, listed 15 hours ago",850,3,2,Freehold,https://www.mudah.my/booking-1k-cashback-150k-fullloan-idaman-sutera-condo-setapak-107440720.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court"
"RM 185,000","Teratai Mewah Apartment Block 4 & 6, Setapak","Apartment For Sale, listed 15 hours ago",650,3,1,Freehold,https://www.mudah.my/setapak-cashback150k-booking1k-fullloan-teratai-mewah-apartment-107383053.htm,"Parking, Security, Lift, Playground, Barbeque area, Minimart, Jogging Track"
"RM 195,000","Genting Court Condominium, Setapak","Condominium For Sale, listed 15 hours ago",803,3,2,Leasehold,https://www.mudah.my/cash-back-80k-full-loan-booking-1k-setapak-genting-court-condo-107325430.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court"
"RM 220,000","Rampai Court, Wangsa Maju","Apartment For Sale, listed 15 hours ago",600,2,1,Freehold,https://www.mudah.my/cash-back-150k-month-rm920-booking-1k-rampai-court-wangsa-maju-100995234.htm,"Parking, Security, Lift, Playground, Barbeque area, Jogging Track"
"RM 280,000","Danau Murni, Taman Desa","Condominium For Sale, listed 16 hours ago",741,3,2,Leasehold,https://www.mudah.my/danau-murni-condominium-taman-desa-111260807.htm,"Parking, Security, Swimming Pool, Playground, Barbeque area, Minimart"
"RM 350,000","Sentul Utama Condominium, Sentul","Condominium For Sale, listed 16 hours ago",883,3,2,Leasehold,https://www.mudah.my/sale-kondominium-sentul-utama-111260940.htm,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track"
"RM 210,000","Kondo Rakyat Desa Pantai (Bangsar South), Bangsar South","Apartment For Sale, listed 16 hours ago",650,3,1,Freehold,https://www.mudah.my/kondo-rakyat-desa-pantai-bangsar-south-pantai-dalam-kl-109739834.htm,"Parking, Security, Lift, Playground, Minimart"
"RM 177,000","Taman Mulia, Cheras","Apartment For Sale, listed 16 hours ago",560,2,1,Freehold,https://www.mudah.my/level-2-flat-taman-mulia-bandar-tun-razak-cheras-108927840.htm,"Parking, Playground"
"RM 320,000","Setapak, Kuala Lumpur","Condominium For Sale, listed 16 hours ago",820,3,2,Freehold,https://www.mudah.my/kl-setapak-malay-reserved-3r2b-freehold-near-lrt-below-market-v-110290832.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 410,000","Bayu Tasik 1, Cheras","Condominium For Sale, listed 16 hours ago",920,3,2,Leasehold,https://www.mudah.my/unit-di-bayu-tasik-condo-untuk-dijual-111260802.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 543,000","Platinum OUG Residence, OUG","Condominium For Sale, listed 16 hours ago","1,250",3,3,Leasehold,https://www.mudah.my/platinum-oug-residensi-for-sale-platinum-oug-residensi-for-sale-111124646.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall"
"RM 240,000","Pangsapuri Cemara (Cheras), Cheras","Apartment For Sale, listed 16 hours ago",750,3,2,Leasehold,https://www.mudah.my/dekat-lrt-ktm-pangsapuri-cemara-bandar-sri-permaisuri-kl-109117953.htm,"Parking, Security, Swimming Pool, Playground, Minimart"
"RM 420,000","D'Sands Residence, Old Klang Road","Service Residence For Sale, listed 16 hours ago",730,2,1,Freehold,https://www.mudah.my/siapa-cepat-dia-dapat-rumah-elok-kat-old-klang-road-111260762.htm,"Parking, Security, Swimming Pool, Playground, Barbeque area"
"RM 390,000","Seasons Garden Residences @ Wangsa Maju, Wangsa Maju","Service Residence For Sale, listed 14 Apr",850,3,2,Leasehold,https://www.mudah.my/seasons-garden-residence-wangsa-maju-kl-110834566.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 470,000","Platinum Hill PV 2, Setapak","Condominium For Sale, listed 2 days ago","1,313",3,2,Freehold,https://www.mudah.my/pv2-setapak-melati-renovated-2-carparks-high-floor-for-sale-111245502.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart, Squash Court"
"RM 381,060","KLCC, Kuala Lumpur","Condominium For Sale, listed 12 hours ago",800,2,1,Freehold,https://www.mudah.my/50m-to-klcc-klcc-investment-condo-fully-furnished-monthly-1-8k-108038067.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 800,000","Residensi Bukit Jalil, Bukit Jalil","Condominium For Sale, listed 16 hours ago","1,730",3,2,Leasehold,https://www.mudah.my/residensi-bukit-jalil-taman-ltat-fully-furnished-90-units-only-111206828.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track"
"RM 730,000","One Mesraria, Old Klang Road","Apartment For Sale, listed 16 hours ago","1,354",3,2,Freehold,https://www.mudah.my/happy-garden-one-mesraria-apartment-for-sale-111260572.htm,"Parking, Security"
"RM 420,000","Idaman Putera, Setapak","Condominium For Sale, listed 16 hours ago","1,335",3,2,Freehold,https://www.mudah.my/idaman-putera-condominium-setapak-low-floor-built-up-1335sqft-111260716.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Tennis Court"
"RM 275,000","Ketumbar Heights, Cheras","Condominium For Sale, listed 16 hours ago",903,3,2,Freehold,https://www.mudah.my/freehold-low-floor-ketumbar-heights-prime-loc-100-loan-0-deposit-111260700.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Tennis Court, Squash Court"
"RM 138,000","Flat Pandan Jaya, Pandan Jaya","Flat For Sale, listed 16 hours ago",500,2,1,Leasehold,https://www.mudah.my/pandan-jaya-flat-block-l13-100-loan-111260685.htm,Timeout
"RM 378,000","Platinum Lake PV10, Setapak","Condominium For Sale, listed 16 hours ago","1,270",4,2,Leasehold,https://www.mudah.my/pv10-condo-cash-back-100k-booking-1k-full-loan-in-setapak-102369262.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 310,000","Teratai Mewah Condominium, Setapak","Condominium For Sale, listed 16 hours ago",930,3,2,Freehold,https://www.mudah.my/month-rm1130-booking-1k-cash-back-80k-teratai-mewah-condo-96204689.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 180,000","Flat Pandan Jaya, Pandan Jaya","Flat For Sale, listed 16 hours ago",850,3,1,Leasehold,https://www.mudah.my/pandan-jaya-flat-block-m-medium-cost-100-loan-111260679.htm,Timeout
"RM 165,000","Flat Danau Kota, Setapak","Apartment For Sale, listed 16 hours ago",700,3,1,Leasehold,https://www.mudah.my/flat-danau-kota-setapak-cash-back-85k-full-loan-booking-1k-100958345.htm,"Parking, Lift, Playground, Minimart, Jogging Track"
"RM 474,000","Old Klang Road, Kuala Lumpur","Service Residence For Sale, listed 16 hours ago",700,2,2,Freehold,https://www.mudah.my/easy-fast-rent-1-blok-freehold-mrt-condo-3km-to-midvalley-bangsar-111260616.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track"
"RM 478,000","Tiara Faber, Taman Desa","Condominium For Sale, listed 16 hours ago","1,250",3,2,Freehold,https://www.mudah.my/newly-renovated-111260614.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Squash Court"
"RM 120,000","Pangsapuri Lembah Maju (RP1 RP2 RP3 RP4), Pandan Indah","Flat For Sale, listed 16 hours ago",500,2,1,Leasehold,https://www.mudah.my/rumah-pangsa-lembah-maju-kos-rendah-cheras-pandan-indah-111260286.htm,"Parking, Minimart"
"RM 350,000","Mid Valley City, Kuala Lumpur","Service Residence For Sale, listed 16 hours ago",900,3,2,Leasehold,https://www.mudah.my/midvalley-3km-lrt-link-2-rooms-with-2-bath-monthly-rm1-2k-rental-2-109759529.htm,Timeout
"RM 250,000","Taman LTAT, Bukit Jalil","Apartment For Sale, listed 16 hours ago",742,3,2,Leasehold,https://www.mudah.my/apartment-ltat-bukit-jalil-kuala-lumpur-corner-lot-111260457.htm,"Parking, Security, Playground, Jogging Track"
"RM 220,000","Cendana Apartment, Cheras","Apartment For Sale, listed 16 hours ago",625,2,1,Leasehold,https://www.mudah.my/hot-area-cendana-apartment-bandar-sri-permaisuri-cheras-111224824.htm,"Security, Lift, Playground, Minimart"
"RM 520,000","Sri Kinabalu, Wangsa Maju","Apartment For Sale, listed 17 hours ago","1,938",4,2,Leasehold,https://www.mudah.my/sri-kinabalu-condominium-wangsa-maju-kl-111260222.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Tennis Court"
